iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AFG,Asia,Afghanistan,06-04-2020,274,0,26.14,5,0,0.43,6.75,0,0.64,0.12,0,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,07-04-2020,274,0,26.14,5,0,0.43,6.75,0,0.64,0.12,0,0.01,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,08-04-2020,274,0,26.14,5,0,0.43,6.75,0,0.64,0.12,0,0.01,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,09-04-2020,274,0,26.14,5,0,0.43,6.75,0,0.64,0.12,0,0.01,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,10-04-2020,274,0,26.14,5,0,0.43,6.75,0,0.64,0.12,0,0.01,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,11-04-2020,274,0,26.14,5,0,0.43,6.75,0,0.64,0.12,0,0.01,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,12-04-2020,521,247,35.29,15,10,1.43,12.84,6.09,0.87,0.37,0.25,0.04,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,13-04-2020,521,0,35.29,15,0,1.43,12.84,0,0.87,0.37,0,0.04,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,14-04-2020,521,0,35.29,15,0,1.43,12.84,0,0.87,0.37,0,0.04,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,15-04-2020,521,0,35.29,15,0,1.43,12.84,0,0.87,0.37,0,0.04,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,16-04-2020,521,0,35.29,15,0,1.43,12.84,0,0.87,0.37,0,0.04,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,17-04-2020,521,0,35.29,15,0,1.43,12.84,0,0.87,0.37,0,0.04,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,18-04-2020,521,0,35.29,15,0,1.43,12.84,0,0.87,0.37,0,0.04,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,19-04-2020,908,387,55.29,30,15,2.14,22.38,9.54,1.36,0.74,0.37,0.05,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,20-04-2020,908,0,55.29,30,0,2.14,22.38,0,1.36,0.74,0,0.05,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,21-04-2020,908,0,55.29,30,0,2.14,22.38,0,1.36,0.74,0,0.05,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,22-04-2020,908,0,55.29,30,0,2.14,22.38,0,1.36,0.74,0,0.05,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,23-04-2020,908,0,55.29,30,0,2.14,22.38,0,1.36,0.74,0,0.05,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,24-04-2020,908,0,55.29,30,0,2.14,22.38,0,1.36,0.74,0,0.05,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,25-04-2020,908,0,55.29,30,0,2.14,22.38,0,1.36,0.74,0,0.05,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,26-04-2020,1330,422,60.29,43,13,1.86,32.78,10.4,1.49,1.06,0.32,0.05,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,27-04-2020,1330,0,60.29,43,0,1.86,32.78,0,1.49,1.06,0,0.05,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,28-04-2020,1330,0,60.29,43,0,1.86,32.78,0,1.49,1.06,0,0.05,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,29-04-2020,1330,0,60.29,43,0,1.86,32.78,0,1.49,1.06,0,0.05,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,30-04-2020,1330,0,60.29,43,0,1.86,32.78,0,1.49,1.06,0,0.05,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,01-05-2020,1330,0,60.29,43,0,1.86,32.78,0,1.49,1.06,0,0.05,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,02-05-2020,1330,0,60.29,43,0,1.86,32.78,0,1.49,1.06,0,0.05,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,03-05-2020,2171,841,120.14,64,21,3,53.5,20.72,2.96,1.58,0.52,0.07,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,04-05-2020,2171,0,120.14,64,0,3,53.5,0,2.96,1.58,0,0.07,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,05-05-2020,2171,0,120.14,64,0,3,53.5,0,2.96,1.58,0,0.07,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,06-05-2020,2171,0,120.14,64,0,3,53.5,0,2.96,1.58,0,0.07,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,07-05-2020,2171,0,120.14,64,0,3,53.5,0,2.96,1.58,0,0.07,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,08-05-2020,2171,0,120.14,64,0,3,53.5,0,2.96,1.58,0,0.07,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,09-05-2020,2171,0,120.14,64,0,3,53.5,0,2.96,1.58,0,0.07,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,10-05-2020,3563,1392,198.86,105,41,5.86,87.8,34.3,4.9,2.59,1.01,0.14,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,11-05-2020,3563,0,198.86,105,0,5.86,87.8,0,4.9,2.59,0,0.14,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,12-05-2020,3563,0,198.86,105,0,5.86,87.8,0,4.9,2.59,0,0.14,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,13-05-2020,3563,0,198.86,105,0,5.86,87.8,0,4.9,2.59,0,0.14,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,14-05-2020,3563,0,198.86,105,0,5.86,87.8,0,4.9,2.59,0,0.14,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,15-05-2020,3563,0,198.86,105,0,5.86,87.8,0,4.9,2.59,0,0.14,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,16-05-2020,3563,0,198.86,105,0,5.86,87.8,0,4.9,2.59,0,0.14,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,17-05-2020,6053,2490,355.71,153,48,6.86,149.17,61.36,8.77,3.77,1.18,0.17,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,18-05-2020,6053,0,355.71,153,0,6.86,149.17,0,8.77,3.77,0,0.17,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,19-05-2020,6053,0,355.71,153,0,6.86,149.17,0,8.77,3.77,0,0.17,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,20-05-2020,6053,0,355.71,153,0,6.86,149.17,0,8.77,3.77,0,0.17,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,21-05-2020,6053,0,355.71,153,0,6.86,149.17,0,8.77,3.77,0,0.17,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,22-05-2020,6053,0,355.71,153,0,6.86,149.17,0,8.77,3.77,0,0.17,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,23-05-2020,6053,0,355.71,153,0,6.86,149.17,0,8.77,3.77,0,0.17,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,24-05-2020,9866,3813,544.71,211,58,8.29,243.13,93.96,13.42,5.2,1.43,0.2,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,25-05-2020,9866,0,544.71,211,0,8.29,243.13,0,13.42,5.2,0,0.2,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,26-05-2020,9866,0,544.71,211,0,8.29,243.13,0,13.42,5.2,0,0.2,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,27-05-2020,9866,0,544.71,211,0,8.29,243.13,0,13.42,5.2,0,0.2,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,28-05-2020,9866,0,544.71,211,0,8.29,243.13,0,13.42,5.2,0,0.2,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,29-05-2020,9866,0,544.71,211,0,8.29,243.13,0,13.42,5.2,0,0.2,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,30-05-2020,9866,0,544.71,211,0,8.29,243.13,0,13.42,5.2,0,0.2,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,31-05-2020,14443,4577,653.86,248,37,5.29,355.92,112.79,16.11,6.11,0.91,0.13,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
AFG,Asia,Afghanistan,01-06-2020,14443,0,653.86,248,0,5.29,355.92,0,16.11,6.11,0,0.13,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,54.42,18.6,2.58,1.34,1803.99,,597.03,9.59,,,37.75,0.5,64.83,0.51,41128772,,,,
